Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
304000,"Hyde Park, Boston, MA",1.0,1.0,1,76,4,2,2,8,39,8,3
352000,"Hyde Park, Boston, MA",2.0,1.0,4,76,3,3,3,9,14,6,2
432000,"Hyde Park, Boston, MA",4.0,1.0,1,76,4,4,4,12,37,7,3
368000,"Hyde Park, Boston, MA",3.0,2.0,1,76,6,4,4,14,35,8,3
440000,"Hyde Park, Boston, MA",2.0,1.0,1,20,5,3,3,11,38,9,3
296000,"Hyde Park, Boston, MA",2.0,1.0,2,76,1,0,1,2,49,10,3
588000,"Hyde Park, Boston, MA",3.0,1.0,1,20,5,3,3,11,38,9,3
496000,"Hyde Park, Boston, MA",3.0,1.0,1,20,5,3,3,11,38,9,3
496000,"Hyde Park, Boston, MA",3.0,1.0,1,20,5,3,3,11,38,9,3
104000,"Hyde Park, Boston, MA",4.0,1.5,1,76,3,2,2,7,48,9,4
104000,"Hyde Park, Hyde Park, MA",1.0,0.0,1,76,3,2,2,7,48,9,4
416000,"Hyde Park, Boston, MA",1.0,1.0,1,21,2,2,2,6,37,7,4
416000,"Hyde Park, Boston, MA",3.0,1.0,1,76,2,2,2,6,12,6,2
384000,"Hyde Park, Mattapan, MA",3.0,1.0,2,59,4,1,1,6,30,9,2
376000,"Hyde Park, Boston, MA",2.0,1.0,1,66,3,1,0,4,65,18,10
528000,"Hyde Park, Boston, MA",2.0,1.0,1,20,5,3,3,11,38,9,3
432000,"Hyde Park, Boston, MA",3.0,2.0,1,76,1,0,4,5,51,10,5
432000,"Hyde Park, Boston, MA",3.0,1.0,1,76,3,1,1,5,35,8,3
720000,"Hyde Park, Roslindale, MA",3.0,2.0,1,66,1,0,0,1,58,12,1
623200,"Hyde Park, Roslindale, MA",2.0,2.0,1,66,1,0,0,1,58,12,1
607200,"Hyde Park, Roslindale, MA",2.0,2.0,1,66,1,0,0,1,58,12,1
623200,"Hyde Park, Roslindale, MA",2.0,2.0,1,66,1,0,0,1,58,12,1
607200,"Hyde Park, Roslindale, MA",2.0,2.0,1,66,1,0,0,1,58,12,1
