Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife,Median Household Income by Area,Median Age by Area,Total Population by Area,Occupied by Area,Vacant by Area,Work Commute Short by Area,Work Commute Average by Area,Work Commute Long by Area,Compare Median Sale Price
600000,South End,2.0,2.0,2,32,4,4,4,12,941,122,333,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
496000,South End,1.0,1.0,4,28,4,4,4,12,858,110,285,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
552000,South End,1.0,1.0,2,28,4,4,4,12,903,115,307,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
192000,South End,1.0,0.0,3,23,2,6,6,14,602,85,191,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
1040000,South End,5.0,3.5,3,23,2,6,6,14,587,85,179,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,1
176000,South End,1.0,0.0,2,32,2,3,3,8,498,77,152,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
176000,South End,1.0,0.0,2,32,2,3,3,8,498,77,152,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
652000,South End,3.0,2.0,3,32,1,3,3,7,623,86,209,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
652000,South End,3.0,2.0,3,32,1,3,3,7,617,86,217,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
2697840,South End,3.0,3.5,3,32,4,4,4,12,1023,136,375,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,1
360000,South End,3.0,1.0,3,32,3,3,3,9,953,120,343,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
296000,South End,1.0,1.0,2,32,4,4,4,12,648,104,218,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
272000,South End,1.0,1.0,2,32,2,4,4,10,619,87,229,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
296000,South End,1.0,1.0,5,32,4,5,5,14,718,104,247,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
272000,South End,1.0,1.0,2,32,2,4,4,10,619,87,229,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
296000,South End,1.0,1.0,5,32,4,5,5,14,718,104,247,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
448000,South End,4.0,1.0,2,32,4,4,4,12,666,103,226,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
448000,South End,4.0,1.0,2,32,3,3,3,9,648,104,218,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
440000,South End,2.0,1.0,5,28,4,5,5,14,826,109,276,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
384000,South End,2.0,1.0,1,32,5,5,5,15,820,118,265,122716.45,38.3,30576,16375,1838,17290.0,170245.0,78350.0,0
544000,Fenway,3.0,1.0,3,21,1,1,1,3,634,59,201,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
584000,Fenway,3.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
576000,Fenway,3.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
576000,Fenway,3.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
568000,Fenway,3.0,1.0,3,21,0,1,3,4,609,65,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
552000,Fenway,3.0,1.0,3,21,1,1,1,3,634,59,201,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
576000,Fenway,3.0,1.0,3,21,0,1,3,4,625,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
576000,Fenway,3.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
416000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
428000,Fenway,2.0,1.0,3,21,0,1,3,4,609,65,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
400000,Fenway,2.0,1.0,4,21,0,1,3,4,610,58,188,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
400000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
476000,Fenway,2.0,1.0,4,32,1,2,2,5,625,80,229,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
616000,Fenway,3.0,1.0,3,21,0,1,3,4,628,59,197,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
428000,Fenway,2.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
410400,Fenway,2.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
436000,Fenway,2.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
440000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
432000,Fenway,2.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
424000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
424000,Fenway,2.0,1.0,3,21,0,1,3,4,609,65,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
448000,Fenway,2.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
512000,Fenway,2.0,1.0,4,32,1,2,2,5,625,80,229,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
320000,Fenway,1.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
320000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
320000,Fenway,1.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
416000,Fenway,2.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
432000,Fenway,2.0,1.0,4,21,0,1,3,4,610,58,188,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
464000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
464000,Fenway,2.0,1.0,1,21,0,2,3,5,586,59,176,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
464000,Fenway,2.0,1.0,1,21,0,1,3,4,599,58,183,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
600800,Fenway,3.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
632000,Fenway,3.0,1.0,2,21,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
432000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
336000,Fenway,1.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
328000,Fenway,1.0,1.0,3,21,0,1,3,4,609,65,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
336000,Fenway,1.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
464000,Fenway,2.0,1.0,2,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
336000,Fenway,1.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
340000,Fenway,1.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,2.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
488800,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
488800,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
488800,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
496000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,3,21,0,1,3,4,609,65,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
488800,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
496000,Fenway,2.0,1.0,3,21,0,1,3,4,628,59,197,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
304000,Fenway,1.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
359520,Fenway,1.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
368000,Fenway,1.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
368000,Fenway,2.0,1.0,3,21,0,1,3,4,609,65,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
375520,Fenway,1.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
376000,Fenway,1.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
632000,Fenway,3.0,1.0,3,21,0,1,3,4,628,59,197,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
1040000,Fenway,5.0,2.0,3,21,0,1,3,4,634,60,211,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
456000,Fenway,2.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
366080,Fenway,1.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
1232000,Fenway,5.0,2.5,3,21,0,1,3,4,629,65,198,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
768000,Fenway,3.0,1.0,2,21,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
464000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
496000,Fenway,2.0,1.0,2,21,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
528000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
544000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
376000,Fenway,1.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
536320,Fenway,2.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
384000,Fenway,1.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
370080,Fenway,1.0,1.0,3,21,1,1,1,3,672,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
512000,Fenway,2.0,1.0,1,21,0,2,3,5,586,59,176,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
512000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
499200,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
512000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
512000,Fenway,2.0,1.0,3,21,0,1,3,4,629,65,198,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
560000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
608000,Fenway,2.0,1.0,2,21,1,1,1,3,621,59,192,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
612000,Fenway,2.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
664000,Fenway,3.0,1.5,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
528000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
464000,Fenway,2.0,2.0,2,21,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
384000,Fenway,1.0,1.0,4,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
400000,Fenway,1.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
400000,Fenway,1.0,1.0,2,21,1,1,1,3,656,62,205,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
392000,Fenway,1.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
396000,Fenway,1.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
384000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
383520,Fenway,1.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
512000,Fenway,2.0,1.0,3,21,0,1,3,4,629,65,198,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
608000,Fenway,2.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
896000,Fenway,3.0,2.0,3,21,0,1,3,4,629,65,198,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
576000,Fenway,2.0,1.0,3,21,0,1,3,4,634,60,211,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
576000,Fenway,2.0,1.0,2,21,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
384000,Fenway,1.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
584000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
524000,Fenway,2.0,1.0,3,21,1,1,1,3,651,58,213,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
483200,Fenway,1.0,1.0,3,21,1,1,1,3,662,60,228,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
704000,Fenway,2.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
624000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
624000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
424000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
440000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
424000,Fenway,1.0,1.0,3,21,0,1,3,4,634,60,211,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
440000,Fenway,1.0,1.0,1,21,4,5,5,14,511,60,138,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
440000,Fenway,1.0,1.0,1,21,4,5,5,14,511,60,138,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
424000,Fenway,1.0,1.0,1,21,4,5,5,14,508,61,137,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
1024000,Fenway,5.0,1.0,1,21,0,1,3,4,616,59,191,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
416000,Fenway,1.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
624000,Fenway,2.0,1.0,4,21,0,1,3,4,634,60,211,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
612000,Fenway,2.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
584000,Fenway,2.0,1.0,4,21,0,1,3,4,610,58,188,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
720000,Fenway,3.0,2.0,2,21,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
449600,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
449600,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
449600,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
445600,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
456000,Fenway,1.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
390560,Fenway,1.0,1.0,3,21,1,1,1,3,672,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
612000,Fenway,2.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
560000,Fenway,2.0,1.5,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
592000,Fenway,2.0,1.0,3,21,1,1,1,3,655,60,212,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
480000,Fenway,1.0,1.0,1,21,4,5,5,14,511,60,138,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
400960,Fenway,1.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
636000,Fenway,2.0,1.0,3,21,0,1,3,4,644,65,220,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
404000,Fenway,1.0,1.0,2,21,1,1,1,3,679,61,221,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
419200,Fenway,1.0,1.0,2,21,1,1,1,3,687,62,233,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
624000,Fenway,2.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
624000,Fenway,2.0,1.0,4,21,0,1,3,4,614,65,195,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
432000,Fenway,1.0,1.0,3,21,0,1,3,4,628,59,197,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
680000,Fenway,3.0,1.0,2,15,1,1,1,3,635,60,196,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
424000,Fenway,1.0,1.0,1,21,0,1,3,4,592,59,179,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,0
768000,Fenway,3.0,1.0,1,15,1,1,1,3,653,61,207,56279.1,28.2,36668,13585,4494,22620.0,142255.0,55120.0,1
320000,Mission Hill,2.0,1.0,1,21,7,8,8,23,339,35,70,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
544000,Mission Hill,4.0,1.0,1,21,7,8,8,23,339,35,70,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
544000,Mission Hill,4.0,1.0,1,23,10,10,10,30,366,43,78,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
464000,Mission Hill,3.0,1.0,2,21,7,8,8,23,339,35,70,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
464000,Mission Hill,3.0,1.0,2,21,7,8,8,23,339,35,70,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
424000,Mission Hill,3.0,1.0,1,23,8,6,6,20,374,46,85,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
384000,Mission Hill,3.0,1.0,2,23,10,9,9,28,294,42,49,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
456000,Mission Hill,3.0,1.0,1,23,10,9,9,28,343,45,76,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
448000,Mission Hill,3.0,1.0,3,23,8,9,9,26,381,42,86,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
456000,Mission Hill,3.0,1.0,1,21,9,8,8,25,298,34,59,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
640000,Mission Hill,5.0,1.0,1,23,9,7,7,23,312,44,63,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
359200,Mission Hill,2.0,1.0,1,21,7,7,7,21,325,34,62,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
367200,Mission Hill,2.0,1.0,1,21,7,7,7,21,319,34,64,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
383200,Mission Hill,2.0,1.0,1,21,7,7,7,21,325,34,62,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
320000,Mission Hill,2.0,1.0,1,23,10,8,8,26,305,43,57,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
784000,Mission Hill,5.0,1.0,1,23,10,10,10,30,343,45,76,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,1
344000,Mission Hill,2.0,1.0,1,23,10,8,8,26,305,43,57,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
383200,Mission Hill,2.0,1.0,1,21,7,7,7,21,319,34,64,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
383200,Mission Hill,2.0,1.0,1,21,7,7,7,21,319,34,64,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
407200,Mission Hill,2.0,1.0,1,21,7,7,7,21,325,34,62,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
383200,Mission Hill,2.0,1.0,1,21,7,7,7,21,319,34,64,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
391200,Mission Hill,2.0,1.0,1,21,7,7,7,21,325,34,62,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
272000,Mission Hill,1.0,1.0,2,23,6,7,7,20,411,48,98,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
464000,Mission Hill,3.0,1.0,1,23,11,9,9,29,282,41,49,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
480000,Mission Hill,3.0,1.0,1,23,10,9,9,28,343,45,76,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
640000,Mission Hill,4.0,1.0,1,23,8,7,7,22,346,46,80,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
624000,Mission Hill,4.0,1.0,2,23,9,10,10,29,383,44,88,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
384000,Mission Hill,2.0,1.0,1,21,7,7,7,21,325,34,62,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
360000,Mission Hill,2.0,1.0,1,23,10,8,8,26,305,43,57,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
415200,Mission Hill,2.0,1.0,1,21,9,8,8,25,294,33,54,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
399200,Mission Hill,2.0,1.0,1,21,7,7,7,21,325,34,62,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
415200,Mission Hill,2.0,1.0,1,21,7,7,7,21,319,34,64,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
592000,Mission Hill,4.0,1.0,3,23,6,5,5,16,388,47,91,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
512000,Mission Hill,3.0,1.0,2,23,8,7,7,22,391,46,90,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
495200,Mission Hill,3.0,1.0,1,23,10,10,10,30,366,43,78,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
496000,Mission Hill,3.0,1.0,2,23,6,7,7,20,398,46,89,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
512000,Mission Hill,3.0,1.0,2,23,6,7,7,20,398,46,89,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
495200,Mission Hill,3.0,1.0,1,23,10,10,10,30,366,43,78,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
590000,Mission Hill,4.0,2.0,3,23,8,9,9,26,381,42,86,55934.5,26.7,15168,6359,363,8170.0,79385.0,49425.0,0
