Rent,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
3600,"Beacon Hill, Boston, MA",2.0,2.5,1,20,5,0,0,5,1081,121,410
3000,"Beacon Hill, Boston, MA",1.0,1.0,1,21,7,0,0,7,1036,126,388
2975,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1044,117,383
2950,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1044,117,383
2875,"Beacon Hill, Boston, MA",1.0,1.0,3,21,6,0,0,6,1070,127,404
3800,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,998,113,368
3400,"Beacon Hill, Boston, MA",2.0,2.0,1,20,5,0,0,5,1081,121,410
3200,"Beacon Hill, Boston, MA",1.0,1.0,3,20,5,0,1,6,1105,126,421
3200,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,998,113,368
4000,"Beacon Hill, Boston, MA",2.0,1.5,1,21,7,0,0,7,1036,126,388
6300,"Beacon Hill, Boston, MA",3.0,3.0,4,20,3,0,0,3,1040,119,392
2395,"Beacon Hill, Boston, MA",1.0,1.0,1,21,6,0,0,6,1074,127,410
3300,"Beacon Hill, Boston, MA",3.0,1.0,1,21,7,0,0,7,1043,123,391
2900,"Beacon Hill, Boston, MA",5.0,1.0,2,21,5,0,1,6,1105,126,421
1725,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1027,116,381
2550,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
1900,"Beacon Hill, Boston, MA",1.0,1.0,2,21,7,0,0,7,1085,129,412
2500,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1022,121,377
2600,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2565,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1022,121,377
2550,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1022,121,377
2595,"Beacon Hill, Boston, MA",2.0,1.0,2,21,6,0,0,6,1065,128,404
2625,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1069,126,395
1875,"Beacon Hill, Boston, MA",1.0,1.0,1,21,7,0,0,7,1067,125,405
2400,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1069,126,395
2500,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1022,121,377
2500,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1022,121,377
2950,"Beacon Hill, Boston, MA",2.0,1.0,1,20,5,0,2,7,1129,126,414
2725,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1049,121,395
1950,"Beacon Hill, Boston, MA",1.0,1.0,2,20,3,0,0,3,1025,116,388
2100,"Beacon Hill, Boston, MA",1.0,1.0,3,21,7,0,0,7,1036,126,388
2100,"Beacon Hill, Boston, MA",1.0,1.0,3,21,7,0,0,7,1036,126,388
1795,"Beacon Hill, Boston, MA",1.0,1.0,2,31,3,0,0,3,1025,116,388
2400,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1043,124,388
2525,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
2800,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1049,121,395
2700,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1043,123,391
1900,"Beacon Hill, Boston, MA",1.0,1.0,2,21,5,0,1,6,1105,126,421
2800,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1039,125,387
2800,"Beacon Hill, Boston, MA",2.0,1.0,3,20,5,0,1,6,1105,126,421
2800,"Beacon Hill, Boston, MA",2.0,1.0,3,20,5,0,1,6,1105,126,421
2800,"Beacon Hill, Boston, MA",2.0,1.0,3,20,5,0,1,6,1105,126,421
2950,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1043,123,391
2825,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1046,122,390
2830,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1013,118,375
2750,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1013,118,375
2900,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1036,126,388
2850,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1061,124,399
2825,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1046,122,390
3200,"Beacon Hill, Boston, MA",2.0,1.0,1,20,5,0,2,7,1129,126,414
2195,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1068,122,405
2895,"Beacon Hill, Boston, MA",2.0,1.0,3,21,7,0,0,7,1046,122,390
4900,"Beacon Hill, Boston, MA",4.0,2.0,2,20,5,0,0,5,1094,129,419
2800,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1065,128,404
2075,"Beacon Hill, Boston, MA",1.0,1.0,3,21,7,0,0,7,1039,125,387
2350,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,1022,121,377
3000,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1044,117,383
2900,"Beacon Hill, Boston, MA",2.0,1.0,4,21,7,0,0,7,1049,121,395
2100,"Beacon Hill, Boston, MA",1.0,1.0,2,20,3,0,0,3,1025,116,388
2900,"Beacon Hill, Boston, MA",2.0,1.0,3,21,6,0,0,6,1043,124,388
2100,"Beacon Hill, Boston, MA",1.0,1.0,3,21,7,0,0,7,1036,126,388
3125,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1074,127,410
3100,"Beacon Hill, Boston, MA",2.0,1.0,1,21,7,0,0,7,1036,126,388
2200,"Beacon Hill, Boston, MA",1.0,1.0,3,21,6,0,0,6,1046,125,386
3000,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1085,129,412
3095,"Beacon Hill, Boston, MA",2.0,1.0,2,21,7,0,0,7,1087,126,417
2275,"Beacon Hill, Boston, MA",1.0,1.0,3,21,7,0,0,7,1039,125,387
2300,"Beacon Hill, Boston, MA",1.0,1.0,4,21,7,0,0,7,998,113,368
2395,"Back Bay, Boston, MA",2.0,1.0,1,28,2,0,3,5,859,88,297
2795,"Back Bay, Boston, MA",2.0,1.0,3,28,4,1,1,6,926,94,304
2950,"Back Bay, Boston, MA",2.0,1.0,1,28,4,0,3,7,957,96,323
1750,"Back Bay, Boston, MA",1.0,1.0,2,28,4,3,3,10,746,99,256
2900,"Back Bay, Boston, MA",2.0,1.0,2,28,3,2,2,7,792,99,274
1850,"Back Bay, Boston, MA",0.0,1.0,1,28,6,1,1,8,1099,118,396
3300,"Back Bay, Boston, MA",2.0,1.0,1,28,6,1,1,8,1134,126,415
3750,"Back Bay, Boston, MA",3.0,1.0,4,32,2,3,3,8,617,83,229
3200,"Back Bay, Boston, MA",2.0,1.0,3,28,2,0,3,5,765,81,272
4400,"Back Bay, Boston, MA",3.0,1.0,2,28,3,2,2,7,792,99,274
4800,"Back Bay, Boston, MA",3.0,1.5,4,28,4,5,5,14,868,109,288
2275,"Back Bay, Boston, MA",1.0,1.0,3,21,2,0,3,5,765,81,272
2950,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
2800,"Back Bay, Boston, MA",2.0,1.0,1,21,1,0,2,3,658,65,253
2280,"Back Bay, Boston, MA",1.0,1.0,3,21,2,0,3,5,765,81,272
2400,"Back Bay, Boston, MA",1.0,1.0,2,28,3,2,2,7,792,99,274
2400,"Back Bay, Boston, MA",1.0,1.0,1,28,2,0,3,5,858,90,298
2400,"Back Bay, Boston, MA",1.0,1.0,3,28,3,1,1,5,843,85,300
2350,"Back Bay, Boston, MA",1.0,1.0,3,21,2,0,3,5,765,81,272
2300,"Back Bay, Boston, MA",1.0,1.0,4,28,3,1,1,5,1046,120,358
2400,"Back Bay, Boston, MA",1.0,1.0,1,28,6,1,1,8,1134,126,415
3000,"Back Bay, Boston, MA",2.0,2.0,1,28,6,1,1,8,1134,126,415
3100,"Back Bay, Boston, MA",2.0,1.0,1,21,3,3,3,9,693,91,239
3200,"Back Bay, Boston, MA",2.0,1.0,1,21,2,0,3,5,760,79,278
3100,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
3050,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
2475,"Back Bay, Boston, MA",1.0,1.0,3,28,3,1,1,5,843,85,300
2425,"Back Bay, Boston, MA",1.0,1.0,2,28,3,1,1,5,899,92,306
2225,"Back Bay, Boston, MA",1.0,1.0,3,21,2,0,3,5,743,77,267
2225,"Back Bay, Boston, MA",1.0,1.0,3,21,2,0,3,5,743,77,267
2500,"Back Bay, Boston, MA",1.0,1.0,2,28,4,3,3,10,746,99,256
2450,"Back Bay, Boston, MA",1.0,1.0,3,28,3,1,1,5,843,85,300
2200,"Back Bay, Boston, MA",1.0,1.0,2,21,1,0,3,4,685,68,260
2500,"Back Bay, Boston, MA",1.0,1.0,2,28,3,2,2,7,792,99,274
2495,"Back Bay, Boston, MA",1.0,1.0,1,28,4,0,3,7,945,95,314
2500,"Back Bay, Boston, MA",1.0,1.0,1,28,2,0,3,5,839,86,288
4600,"Back Bay, Boston, MA",3.0,2.0,3,28,4,1,1,6,927,94,302
4500,"Back Bay, Boston, MA",3.0,1.0,3,21,1,1,1,3,685,67,235
4500,"Back Bay, Boston, MA",3.0,1.0,2,21,1,1,1,3,685,67,235
4000,"Back Bay, Boston, MA",3.0,1.0,2,21,2,2,2,6,684,70,235
2300,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,658,65,253
2700,"Back Bay, Boston, MA",1.0,1.0,3,28,3,0,3,6,927,94,302
2700,"Back Bay, Boston, MA",1.0,1.0,2,28,4,3,3,10,746,99,256
2320,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,671,66,258
2700,"Back Bay, Boston, MA",1.0,1.0,2,28,4,3,3,10,746,99,256
2650,"Back Bay, Boston, MA",1.0,1.0,1,28,2,0,3,5,878,88,303
2600,"Back Bay, Boston, MA",1.0,1.0,1,28,6,1,1,8,1114,124,403
4500,"Back Bay, Boston, MA",3.0,1.0,3,21,2,2,2,6,684,70,235
4050,"Back Bay, Boston, MA",3.0,1.0,2,21,2,2,2,6,684,70,235
2300,"Back Bay, Boston, MA",1.0,1.0,2,21,2,2,2,6,684,70,235
3050,"Back Bay, Boston, MA",2.0,1.0,2,21,1,1,1,3,685,67,235
4400,"Back Bay, Boston, MA",3.0,1.0,2,21,1,1,1,3,685,67,235
2595,"Back Bay, Boston, MA",1.0,1.0,1,28,2,0,3,5,839,86,288
3200,"Back Bay, Boston, MA",2.0,1.0,1,21,1,0,2,3,671,66,258
3950,"Back Bay, Boston, MA",3.0,1.0,2,21,2,2,2,6,684,70,235
2700,"Back Bay, Boston, MA",1.0,1.0,1,28,4,0,3,7,932,93,312
2250,"Back Bay, Boston, MA",1.0,1.0,2,21,2,3,3,8,687,93,238
4800,"Back Bay, Boston, MA",3.0,1.0,1,21,1,0,2,3,668,63,225
4500,"Back Bay, Boston, MA",3.0,1.0,2,21,2,2,2,6,684,70,235
3000,"Back Bay, Boston, MA",2.0,1.0,1,21,2,3,3,8,670,90,238
3400,"Back Bay, Boston, MA",2.0,1.0,1,21,1,0,4,5,685,68,260
3500,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
3300,"Back Bay, Boston, MA",2.0,1.0,1,21,1,0,2,3,658,65,253
3950,"Back Bay, Boston, MA",3.0,1.0,2,21,2,2,2,6,684,70,235
3200,"Back Bay, Boston, MA",2.0,1.0,1,21,1,0,2,3,673,65,243
5100,"Back Bay, Boston, MA",3.0,3.0,1,28,6,1,1,8,1134,126,415
4500,"Back Bay, Boston, MA",3.0,1.0,3,21,2,2,2,6,684,70,235
3250,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
3200,"Back Bay, Boston, MA",2.0,1.0,2,21,2,3,3,8,687,93,238
3150,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
3150,"Back Bay, Boston, MA",2.0,1.0,2,21,1,1,1,3,685,67,235
3200,"Back Bay, Boston, MA",2.0,1.0,2,21,1,1,1,3,698,67,239
3445,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
2475,"Back Bay, Boston, MA",1.0,1.0,2,21,1,1,1,3,697,70,241
2450,"Back Bay, Boston, MA",1.0,1.0,2,21,1,1,1,3,698,67,239
3240,"Back Bay, Boston, MA",2.0,2.0,4,28,4,2,2,8,1115,135,407
4200,"Back Bay, Boston, MA",2.0,2.0,1,28,6,1,1,8,1077,117,381
4350,"Back Bay, Boston, MA",3.0,1.0,3,21,2,2,2,6,684,70,235
4350,"Back Bay, Boston, MA",3.0,1.0,3,21,1,1,1,3,685,67,235
2325,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,668,66,232
2500,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,672,67,261
2800,"Back Bay, Boston, MA",1.0,1.0,2,28,3,2,2,7,792,99,274
3000,"Back Bay, Boston, MA",1.0,1.0,4,32,2,3,3,8,617,83,229
2475,"Back Bay, Boston, MA",1.0,1.0,2,21,2,2,2,6,684,70,235
3690,"Back Bay, Boston, MA",1.0,1.0,4,36,3,1,1,5,813,84,291
2400,"Back Bay, Boston, MA",1.0,1.0,4,21,1,2,2,5,642,80,232
2725,"Back Bay, Boston, MA",1.0,1.0,3,28,2,0,3,5,784,81,273
5600,"Back Bay, Boston, MA",3.0,2.0,1,28,3,2,2,7,820,102,284
3750,"Back Bay, Boston, MA",2.0,1.0,1,21,2,3,3,8,670,90,238
3000,"Back Bay, Boston, MA",2.0,1.0,1,21,2,3,3,8,670,90,238
5850,"Back Bay, Boston, MA",2.0,2.5,2,28,3,2,2,7,792,99,274
3950,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
8060,"Back Bay, Boston, MA",3.0,2.0,3,28,3,1,1,5,813,84,291
2750,"Back Bay, Boston, MA",1.0,1.0,2,21,1,1,1,3,697,70,241
2800,"Back Bay, Boston, MA",1.0,1.0,2,28,3,1,1,5,843,85,300
2500,"Back Bay, Boston, MA",1.0,1.0,2,21,1,1,1,3,698,67,239
3150,"Back Bay, Boston, MA",2.0,1.0,2,21,1,1,1,3,685,67,235
3200,"Back Bay, Boston, MA",2.0,1.0,2,21,1,1,1,3,685,67,235
5950,"Back Bay, Boston, MA",3.0,2.0,1,21,1,0,2,3,671,66,258
4050,"Back Bay, Boston, MA",3.0,1.0,2,21,2,2,2,6,684,70,235
4400,"Back Bay, Boston, MA",2.0,2.0,2,28,4,3,3,10,746,99,256
6400,"Back Bay, Boston, MA",3.0,2.5,3,21,2,0,3,5,765,81,272
3100,"Back Bay, Boston, MA",1.0,1.0,3,28,2,0,3,5,784,81,273
3000,"Back Bay, Boston, MA",1.0,1.0,3,28,2,0,3,5,784,81,273
2650,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,668,63,225
2825,"Back Bay, Boston, MA",1.0,1.0,3,21,2,0,3,5,743,77,267
2900,"Back Bay, Boston, MA",1.0,1.0,1,28,4,0,3,7,932,93,312
2600,"Back Bay, Boston, MA",1.0,1.0,1,21,3,3,3,9,693,91,239
2550,"Back Bay, Boston, MA",1.0,1.0,1,21,3,3,3,9,693,91,239
2450,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,668,66,232
2900,"Back Bay, Boston, MA",1.0,1.0,2,28,3,2,2,7,792,99,274
4050,"Back Bay, Boston, MA",2.0,1.0,2,21,1,1,1,3,685,67,235
4050,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,684,70,235
2600,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,4,5,694,68,265
3550,"Back Bay, Boston, MA",2.0,1.0,3,21,2,2,2,6,684,70,235
3600,"Back Bay, Boston, MA",2.0,2.0,1,21,1,0,2,3,668,63,225
2550,"Back Bay, Boston, MA",1.0,1.0,4,21,1,2,2,5,642,80,232
2900,"Back Bay, Boston, MA",1.0,1.0,2,28,2,0,3,5,839,86,288
3550,"Back Bay, Boston, MA",2.0,1.5,4,21,1,2,2,5,642,80,232
3450,"Back Bay, Boston, MA",2.0,2.0,4,21,1,2,2,5,642,80,232
3500,"Back Bay, Boston, MA",1.0,1.0,1,21,3,3,3,9,693,91,239
3200,"Back Bay, Boston, MA",1.0,1.0,3,28,5,6,6,17,821,104,283
2750,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,676,65,240
3400,"Back Bay, Boston, MA",1.0,1.0,1,28,4,0,3,7,932,93,312
2925,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,673,65,243
4490,"Back Bay, Boston, MA",1.0,1.0,1,28,3,2,2,7,1000,127,347
4290,"Back Bay, Boston, MA",1.0,1.0,1,28,3,2,2,7,1000,127,347
3450,"Back Bay, Boston, MA",1.0,1.0,1,28,4,0,3,7,932,93,312
2600,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,672,67,261
4050,"Back Bay, Boston, MA",2.0,1.0,2,21,2,2,2,6,685,67,235
3375,"Back Bay, Boston, MA",1.0,1.0,1,21,3,3,3,9,693,91,239
4200,"Back Bay, Boston, MA",2.0,1.5,3,21,2,0,3,5,765,81,272
3500,"Back Bay, Boston, MA",1.0,1.0,1,28,2,0,3,5,903,91,314
3500,"Back Bay, Boston, MA",1.0,1.0,1,28,2,0,3,5,903,91,314
2900,"Back Bay, Boston, MA",1.0,1.0,1,28,4,0,3,7,932,93,312
2675,"Back Bay, Boston, MA",1.0,1.0,2,21,1,1,1,3,685,67,235
2750,"Back Bay, Boston, MA",1.0,1.0,1,21,1,0,2,3,676,65,240
3200,"Back Bay, Boston, MA",1.0,1.0,3,28,3,0,3,6,927,94,302
3000,"Back Bay, Boston, MA",3.0,1.0,1,15,1,0,2,3,668,63,225
2650,"South Boston, South Boston, MA",3.0,1.0,2,53,4,4,0,8,268,56,84
2650,"South Boston, Boston, MA",3.0,1.0,2,53,4,4,0,8,268,56,84
1975,"South Boston, Boston, MA",2.0,1.0,1,53,4,4,0,8,266,57,86
3000,"South Boston, Boston, MA",3.0,1.0,1,53,6,4,4,14,104,18,43
3000,"South Boston, Boston, MA",3.0,1.0,1,53,4,4,0,8,266,57,86
3000,"South Boston, Boston, MA",3.0,1.0,1,53,4,4,0,8,266,57,86
3150,"South Boston, Boston, MA",3.0,1.0,1,53,6,6,6,18,244,53,86
3500,"South Boston, Boston, MA",4.0,2.0,1,53,7,6,6,19,215,54,74
2250,"South Boston, Boston, MA",2.0,1.0,1,53,6,6,6,18,224,51,73
2250,"South Boston, Boston, MA",2.0,1.0,2,53,6,6,6,18,234,53,83
2350,"South Boston, Boston, MA",2.0,1.0,2,53,4,4,0,8,268,56,84
2300,"South Boston, Boston, MA",2.0,1.0,3,53,5,4,4,13,242,50,73
2400,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2400,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2400,"South Boston, Boston, MA",2.0,1.0,1,53,6,6,6,18,224,51,73
3000,"South Boston, Boston, MA",3.0,1.0,1,53,6,6,6,18,278,56,90
2400,"South Boston, Boston, MA",2.0,1.0,1,53,6,6,6,18,244,53,86
2550,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2550,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2500,"South Boston, Boston, MA",2.0,1.0,1,53,5,5,5,15,416,76,141
2550,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2425,"South Boston, Boston, MA",2.0,1.0,3,53,5,4,4,13,230,48,71
2550,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2500,"South Boston, Boston, MA",2.0,1.0,3,53,5,5,5,15,245,50,76
2250,"South Boston, Boston, MA",2.0,1.0,4,53,3,3,0,6,768,105,277
3200,"South Boston, Boston, MA",4.0,2.0,1,53,7,6,6,19,215,54,74
3200,"South Boston, Boston, MA",4.0,2.0,1,53,7,6,6,19,215,54,74
3400,"South Boston, Boston, MA",3.0,1.0,1,53,6,6,6,18,372,75,115
4500,"South Boston, South Boston, MA",4.0,1.0,1,53,4,4,4,12,409,76,129
4100,"South Boston, Boston, MA",4.0,2.0,1,53,3,4,0,7,589,86,217
2700,"South Boston, South Boston, MA",2.0,1.0,3,53,5,4,4,13,242,50,73
1875,"South Boston, Boston, MA",1.0,1.0,3,53,5,5,5,15,245,50,76
3500,"South Boston, South Boston, MA",3.0,1.0,1,53,5,3,3,11,99,20,45
4700,"South Boston, Boston, MA",4.0,2.0,3,53,5,4,4,13,236,48,75
4700,"South Boston, Boston, MA",4.0,2.0,3,53,5,4,4,13,236,48,75
2550,"South Boston, Boston, MA",2.0,1.0,3,53,5,4,4,13,230,48,71
2425,"South Boston, Boston, MA",2.0,1.0,3,53,5,4,4,13,230,48,71
1925,"South Boston, Boston, MA",1.0,1.0,3,53,5,5,5,15,245,50,76
1975,"South Boston, Boston, MA",1.0,1.0,3,53,5,5,5,15,245,50,76
4500,"South Boston, Boston, MA",4.0,2.0,1,53,5,5,5,15,416,76,141
3550,"South Boston, Boston, MA",4.0,2.0,1,53,4,4,4,12,490,84,175
1925,"South Boston, Boston, MA",1.0,1.0,1,53,5,3,3,11,172,30,65
2900,"South Boston, Boston, MA",2.0,1.0,2,53,5,5,5,15,421,80,140
3000,"South Boston, Boston, MA",2.0,1.0,3,53,7,7,7,21,229,58,83
2950,"South Boston, Boston, MA",2.0,1.0,2,53,5,5,5,15,421,80,140
2900,"South Boston, Boston, MA",2.0,1.0,1,53,5,5,5,15,456,81,162
2095,"South Boston, Boston, MA",1.0,1.0,1,53,5,3,3,11,172,30,65
3800,"South Boston, Boston, MA",3.0,1.0,1,53,4,3,3,10,106,22,46
1800,"South Boston, Boston, MA",1.0,1.0,1,53,4,4,4,12,523,87,184
4200,"South Boston, Boston, MA",3.0,1.0,1,53,6,6,6,18,239,51,78
3750,"South Boston, Boston, MA",3.0,1.0,1,53,4,3,3,10,129,25,53
3750,"South Boston, Boston, MA",3.0,1.0,1,53,4,3,3,10,129,25,53
3750,"South Boston, Boston, MA",3.0,1.0,1,53,4,3,3,10,179,39,67
3600,"South Boston, Boston, MA",3.0,1.0,2,53,7,6,6,19,286,68,100
2180,"South Boston, South Boston, MA",1.0,1.0,1,53,5,5,5,15,440,82,155
3290,"South Boston, Boston, MA",1.0,1.0,1,53,2,2,0,4,670,89,261
5000,"South Boston, Boston, MA",4.0,1.5,1,53,3,2,2,7,146,33,55
4800,"South Boston, Boston, MA",4.0,1.5,1,53,5,3,3,11,183,41,64
7500,"South Boston, Boston, MA",4.0,2.0,1,53,5,3,3,11,160,29,62
3300,"South Boston, South Boston, MA",2.0,1.0,1,53,5,5,5,15,484,83,175
3600,"South Boston, Boston, MA",3.0,1.0,2,53,7,6,6,19,286,68,100
5600,"South Boston, Boston, MA",4.0,2.5,1,53,5,5,5,15,236,50,74
2850,"South Boston, Boston, MA",2.0,1.0,1,53,5,5,5,15,454,81,166
3100,"South Boston, Boston, MA",2.0,1.0,2,53,5,5,5,15,421,80,140
3150,"South Boston, South Boston, MA",2.0,1.0,2,53,7,6,6,19,192,48,68
3300,"South Boston, Boston, MA",3.0,3.0,3,53,5,4,4,13,230,48,71
3500,"South Boston, Boston, MA",2.0,1.0,2,53,5,5,5,15,421,80,140
2300,"South Boston, Boston, MA",1.0,1.0,1,53,6,6,6,18,239,51,78
2350,"South Boston, Boston, MA",1.0,1.0,1,53,5,4,4,13,218,47,83
1895,"South Boston, Boston, MA",1.0,1.0,1,53,7,6,6,19,215,54,74
4600,"South Boston, Boston, MA",3.0,2.5,2,53,6,6,6,18,310,65,106
4300,"South Boston, Boston, MA",3.0,2.5,1,53,4,4,4,12,454,81,166
2250,"South Boston, Boston, MA",1.0,1.0,1,53,5,4,4,13,218,47,83
3250,"South Boston, Boston, MA",2.0,1.0,1,53,4,3,3,10,223,44,86
3600,"South Boston, Boston, MA",2.0,2.0,1,53,5,3,3,11,154,26,62
3000,"South Boston, Boston, MA",2.0,2.0,2,53,5,5,5,15,421,80,140
2600,"South Boston, South Boston, MA",1.0,1.0,1,53,6,4,4,14,115,22,48
3667,"South Boston, Boston, MA",2.0,2.0,1,53,5,5,5,15,436,80,149
2900,"South Boston, Boston, MA",1.0,1.0,3,53,4,3,0,7,260,54,78
4000,"South Boston, Boston, MA",2.0,2.0,1,53,5,3,3,11,116,23,50
4350,"South Boston, Boston, MA",2.0,2.0,3,53,2,2,0,4,841,106,316
4200,"South Boston, Boston, MA",2.0,2.0,3,53,4,4,4,12,235,49,71
3600,"South Boston, Boston, MA",2.0,2.0,2,53,5,5,5,15,429,81,147
2500,"South Boston, Boston, MA",1.0,1.0,1,53,6,6,6,18,303,70,98
3400,"South Boston, Boston, MA",2.0,2.0,2,53,5,5,5,15,421,80,140
4949,"South Boston, Boston, MA",2.0,2.0,1,42,1,1,1,3,707,89,266
3587,"South Boston, Boston, MA",2.0,2.0,1,42,1,1,1,3,828,112,321
3550,"South Boston, Boston, MA",2.0,1.0,1,53,4,3,3,10,243,46,98
3685,"South Boston, Boston, MA",2.0,2.0,1,53,4,3,3,10,243,46,98
3790,"South Boston, Boston, MA",1.0,1.0,1,42,1,1,1,3,600,72,223
4889,"South Boston, Boston, MA",2.0,2.0,1,42,1,1,1,3,651,74,249
6500,"South Boston, Boston, MA",5.0,3.0,2,53,6,6,6,18,303,70,98
4700,"South Boston, Boston, MA",3.0,3.0,2,53,4,4,4,12,235,49,71
4570,"South Boston, Boston, MA",2.0,2.0,1,42,1,1,1,3,617,73,224
3248,"South Boston, Boston, MA",1.0,1.0,3,53,3,2,0,5,867,107,329
3617,"South Boston, Boston, MA",2.0,2.0,1,53,4,4,0,8,636,90,234
4054,"South Boston, Boston, MA",2.0,2.0,3,53,3,2,0,5,826,107,310
3550,"South Boston, Boston, MA",3.0,1.5,1,53,3,2,2,7,142,32,53
5242,"South Boston, Boston, MA",3.0,3.0,1,42,1,1,1,3,754,98,286
4415,"South Boston, Boston, MA",3.0,2.0,1,42,1,1,0,2,602,73,224
5977,"South Boston, Boston, MA",3.0,2.0,1,42,1,1,1,3,464,46,176
1750,"South Boston, Boston, MA",2.0,1.0,1,53,5,5,5,15,416,76,141
4000,"South Boston, South Boston, MA",5.0,2.0,1,53,4,3,3,10,118,24,49
3900,"South Boston, South Boston, MA",4.0,1.0,3,53,5,4,4,13,242,50,73
3150,"South Boston, South Boston, MA",3.0,1.0,1,53,6,6,6,18,244,53,86
2200,"South Boston, South Boston, MA",2.0,1.0,1,53,4,3,3,10,118,24,49
4200,"South Boston, South Boston, MA",4.0,1.0,1,53,5,3,3,11,107,18,44
2100,"South Boston, South Boston, MA",2.0,1.0,3,53,5,4,4,13,242,50,73
1600,"South Boston, South Boston, MA",1.0,1.0,1,53,5,3,3,11,143,27,60
4200,"South Boston, Boston, MA",4.0,1.0,1,53,4,3,3,10,110,24,48
2400,"South Boston, Boston, MA",2.0,1.0,1,53,7,6,6,19,242,61,80
2800,"South Boston, South Boston, MA",3.0,1.5,1,53,4,2,2,8,190,35,79
3200,"South Boston, Boston, MA",3.0,1.0,1,53,6,4,4,14,108,22,46
2800,"South Boston, Boston, MA",3.0,1.0,1,53,4,5,5,14,484,83,175
